country_name,country_code,year,population,millions_healthy_diet,millions_nutrient,millions_calories,percent_healthy_diet,percent_nutrient,percent_calories,affordability_energy,affordability_nutrient,affordability_healthy_diet
Belize,BLZ,2017.0,374693.0,0.2,0.2,0.1,50.9,57.0,19.6,0.461,1.143,1.009
Belize,BLZ,2018.0,382066.0,0.2,,,50.7,,,,,
Belize,BLZ,2019.0,389095.0,0.2,,,49.4,,,,,
Belize,BLZ,2020.0,394921.0,0.2,,,57.0,,,,,
Belize,BLZ,2021.0,400031.0,0.2,,,53.0,,,,,
Benin,BEN,2017.0,11596779.0,10.5,9.5,1.6,90.6,81.9,13.7,0.316,1.211,1.721
Benin,BEN,2018.0,11940683.0,10.4,,,86.8,,,,,
Benin,BEN,2019.0,12290444.0,10.1,,,82.5,,,,,
Benin,BEN,2020.0,12643123.0,10.4,,,82.2,,,,,
Benin,BEN,2021.0,12996895.0,10.7,,,82.6,,,,,
Bermuda,BMU,2017.0,63873.0,,,,,,,0.104,0.447,0.387
Bermuda,BMU,2018.0,63918.0,,,,,,,,,
Bermuda,BMU,2019.0,63911.0,,,,,,,,,
Bermuda,BMU,2020.0,63893.0,,,,,,,,,
Bermuda,BMU,2021.0,63764.0,,,,,,,,,
Bhutan,BTN,2017.0,756121.0,0.4,0.2,0.0,51.2,26.2,0.7,0.18,0.481,0.753
Bhutan,BTN,2018.0,762096.0,0.2,,,30.4,,,,,
Bhutan,BTN,2019.0,767459.0,0.3,,,35.7,,,,,
Bhutan,BTN,2020.0,772506.0,0.3,,,38.1,,,,,
Bhutan,BTN,2021.0,777486.0,0.2,,,30.5,,,,,
Bolivia,BOL,2017.0,11435533.0,2.4,2.2,0.8,20.9,19.1,6.8,0.258,0.586,0.624
Bolivia,BOL,2018.0,11606905.0,2.2,,,19.1,,,,,
Bolivia,BOL,2019.0,11777315.0,1.9,,,16.0,,,,,
Bolivia,BOL,2020.0,11936162.0,2.1,,,17.2,,,,,
Bolivia,BOL,2021.0,12079472.0,1.8,,,15.1,,,,,
Bonaire,BON,2017.0,,,,,,,,0.225,1.002,
Bonaire,BON,2018.0,,,,,,,,,,
Bonaire,BON,2019.0,,,,,,,,,,
Bonaire,BON,2020.0,,,,,,,,,,
Bonaire,BON,2021.0,,,,,,,,,,
Bosnia and Herzegovina,BIH,2017.0,3440027.0,0.2,0.1,0.0,4.6,2.3,0.0,0.087,0.386,0.487
Bosnia and Herzegovina,BIH,2018.0,3400129.0,0.1,,,4.0,,,,,
Bosnia and Herzegovina,BIH,2019.0,3360711.0,0.1,,,3.8,,,,,
Bosnia and Herzegovina,BIH,2020.0,3318407.0,0.1,,,3.7,,,,,
Bosnia and Herzegovina,BIH,2021.0,3270943.0,0.1,,,3.0,,,,,
Botswana,BWA,2017.0,2401840.0,1.5,1.1,0.0,63.2,44.3,1.3,0.038,0.17,0.274
Botswana,BWA,2018.0,2451409.0,1.5,,,60.8,,,,,
Botswana,BWA,2019.0,2499702.0,1.5,,,59.8,,,,,
Botswana,BWA,2020.0,2546402.0,1.6,,,63.4,,,,,
Botswana,BWA,2021.0,2588423.0,1.6,,,60.2,,,,,
Brazil,BRA,2017.0,208504960.0,41.0,37.8,7.3,19.6,18.1,3.5,0.191,0.599,0.634
Brazil,BRA,2018.0,210166592.0,38.9,,,18.5,,,,,
Brazil,BRA,2019.0,211782878.0,39.9,,,18.8,,,,,
Brazil,BRA,2020.0,213196304.0,27.1,,,12.7,,,,,
Brazil,BRA,2021.0,214326223.0,48.1,,,22.4,,,,,
British Virgin Islands,VGB,2017.0,30060.0,,,,,,,0.173,0.338,0.358
British Virgin Islands,VGB,2018.0,30335.0,,,,,,,,,
British Virgin Islands,VGB,2019.0,30610.0,,,,,,,,,
British Virgin Islands,VGB,2020.0,30910.0,,,,,,,,,
British Virgin Islands,VGB,2021.0,31122.0,,,,,,,,,
Brunei Darussalam,BRN,2017.0,430276.0,,,,,,,0.143,0.445,0.772
Brunei Darussalam,BRN,2018.0,434274.0,,,,,,,,,
Brunei Darussalam,BRN,2019.0,438048.0,,,,,,,,,
Brunei Darussalam,BRN,2020.0,441725.0,,,,,,,,,
Brunei Darussalam,BRN,2021.0,445373.0,,,,,,,,,
Bulgaria,BGR,2017.0,7075947.0,0.8,0.4,0.0,10.6,6.3,0.3,0.077,0.422,0.576
Bulgaria,BGR,2018.0,7025037.0,0.6,,,8.6,,,,,
Bulgaria,BGR,2019.0,6975761.0,0.6,,,8.1,,,,,
Bulgaria,BGR,2020.0,6934015.0,0.4,,,5.8,,,,,
Bulgaria,BGR,2021.0,6877743.0,0.3,,,4.2,,,,,
Burkina Faso,BFA,2017.0,19835858.0,17.3,15.9,0.9,87.1,80.3,4.6,0.361,1.598,1.997
Burkina Faso,BFA,2018.0,20392723.0,17.4,,,85.5,,,,,
Burkina Faso,BFA,2019.0,20951639.0,17.4,,,82.9,,,,,
Burkina Faso,BFA,2020.0,21522626.0,17.9,,,83.2,,,,,
Burkina Faso,BFA,2021.0,22100683.0,18.4,,,83.4,,,,,
Burundi,BDI,2017.0,11155593.0,10.7,9.4,4.6,95.8,84.1,41.5,0.808,1.814,3.412
Burundi,BDI,2018.0,11493472.0,10.9,,,95.0,,,,,
Burundi,BDI,2019.0,11874838.0,11.3,,,95.0,,,,,
Burundi,BDI,2020.0,12220227.0,11.7,,,95.7,,,,,
Burundi,BDI,2021.0,12551213.0,12.0,,,95.9,,,,,
Cabo Verde,CPV,2017.0,564954.0,0.2,0.2,0.0,44.1,29.6,0.3,0.139,0.565,0.753
Cabo Verde,CPV,2018.0,571202.0,0.2,,,42.4,,,,,
Cabo Verde,CPV,2019.0,577030.0,0.2,,,38.9,,,,,
Cabo Verde,CPV,2020.0,582640.0,0.3,,,43.2,,,,,
Cabo Verde,CPV,2021.0,587925.0,0.2,,,40.4,,,,,
Cambodia,KHM,2017.0,15830689.0,,,,,,,0.256,0.712,0.933
Cambodia,KHM,2018.0,16025238.0,,,,,,,,,
Cambodia,KHM,2019.0,16207746.0,,,,,,,,,
Cambodia,KHM,2020.0,16396860.0,,,,,,,,,
Cambodia,KHM,2021.0,16589023.0,,,,,,,,,
Cameroon,CMR,2017.0,24393181.0,14.4,11.9,3.8,59.2,48.6,15.7,0.385,0.89,1.128
Cameroon,CMR,2018.0,25076747.0,14.7,,,58.8,,,,,
Cameroon,CMR,2019.0,25782341.0,15.1,,,58.7,,,,,
Cameroon,CMR,2020.0,26491087.0,15.8,,,59.8,,,,,
Cameroon,CMR,2021.0,27198628.0,16.5,,,60.5,,,,,
Canada,CAN,2017.0,36545236.0,0.3,0.2,0.0,0.7,0.5,0.0,0.106,0.333,0.451
Canada,CAN,2018.0,37065084.0,0.3,,,0.7,,,,,
Canada,CAN,2019.0,37601230.0,0.3,,,0.7,,,,,
Canada,CAN,2020.0,38007166.0,0.3,,,0.7,,,,,
Canada,CAN,2021.0,38226498.0,0.3,,,0.7,,,,,
Cayman Islands,CYM,2017.0,63581.0,,,,,,,0.175,0.358,0.469
Cayman Islands,CYM,2018.0,64884.0,,,,,,,,,
Cayman Islands,CYM,2019.0,66134.0,,,,,,,,,
Cayman Islands,CYM,2020.0,67311.0,,,,,,,,,
Cayman Islands,CYM,2021.0,68136.0,,,,,,,,,
Central African Republic,CAF,2017.0,4996741.0,4.8,4.2,3.2,95.7,83.3,64.1,0.823,1.376,2.761
Central African Republic,CAF,2018.0,5094780.0,4.9,,,95.4,,,,,
Central African Republic,CAF,2019.0,5209324.0,5.0,,,95.4,,,,,
Central African Republic,CAF,2020.0,5343020.0,5.1,,,95.6,,,,,
Central African Republic,CAF,2021.0,5457154.0,5.2,,,95.8,,,,,
Chad,TCD,2017.0,15085884.0,12.5,9.1,1.7,82.6,60.6,11.3,0.365,0.907,1.458
Chad,TCD,2018.0,15604210.0,12.6,,,80.9,,,,,
Chad,TCD,2019.0,16126866.0,12.8,,,79.4,,,,,
Chad,TCD,2020.0,16644701.0,13.7,,,82.4,,,,,
Chad,TCD,2021.0,17179740.0,14.3,,,83.1,,,,,
Chile,CHL,2017.0,18368577.0,0.8,0.3,0.0,4.6,1.6,0.2,0.104,0.35,0.491
Chile,CHL,2018.0,18701450.0,0.8,,,4.5,,,,,
Chile,CHL,2019.0,19039485.0,0.9,,,4.7,,,,,
Chile,CHL,2020.0,19300315.0,1.1,,,5.9,,,,,
Chile,CHL,2021.0,19493184.0,0.7,,,3.5,,,,,
China,CHN,2017.0,1396215000.0,232.4,135.5,2.9,16.6,9.7,0.2,0.308,0.767,0.935
China,CHN,2018.0,1402760000.0,190.8,,,13.6,,,,,
China,CHN,2019.0,1407745000.0,171.9,,,12.2,,,,,
China,CHN,2020.0,1411100000.0,189.2,,,13.4,,,,,
China,CHN,2021.0,1412360000.0,128.5,,,9.1,,,,,
Colombia,COL,2017.0,48351671.0,12.0,9.8,1.7,24.8,20.3,3.5,0.223,0.569,0.645
Colombia,COL,2018.0,49276961.0,12.0,,,24.3,,,,,
Colombia,COL,2019.0,50187406.0,12.7,,,25.4,,,,,
Colombia,COL,2020.0,50930662.0,17.2,,,33.7,,,,,
Colombia,COL,2021.0,51516562.0,16.1,,,31.3,,,,,
Comoros,COM,2017.0,761664.0,,,,,,,0.297,0.934,
Comoros,COM,2018.0,,,,,,,,,,
Comoros,COM,2019.0,,,,,,,,,,
Comoros,COM,2020.0,,,,,,,,,,
Comoros,COM,2021.0,,,,,,,,,,
"Congo, Dem. Rep.",COD,2017.0,84283273.0,79.4,73.3,23.6,94.2,87.0,28.0,0.36,1.318,1.878
"Congo, Dem. Rep.",COD,2018.0,87087355.0,79.3,,,91.1,,,,,
"Congo, Dem. Rep.",COD,2019.0,89906890.0,80.0,,,89.0,,,,,
"Congo, Dem. Rep.",COD,2020.0,92853164.0,81.0,,,87.2,,,,,
"Congo, Dem. Rep.",COD,2021.0,95894118.0,82.0,,,85.5,,,,,
"Congo, Rep.",COG,2017.0,5312340.0,4.7,4.3,2.1,88.6,80.8,39.9,0.449,1.171,1.52
"Congo, Rep.",COG,2018.0,5441062.0,4.9,,,90.0,,,,,
"Congo, Rep.",COG,2019.0,5570733.0,5.0,,,90.0,,,,,
"Congo, Rep.",COG,2020.0,5702174.0,5.2,,,90.8,,,,,
"Congo, Rep.",COG,2021.0,5835806.0,5.3,,,91.5,,,,,
Costa Rica,CRI,2017.0,4993842.0,0.8,0.4,0.0,16.0,7.8,0.7,0.158,0.458,0.642
Costa Rica,CRI,2018.0,5040734.0,0.8,,,16.3,,,,,
Costa Rica,CRI,2019.0,5084532.0,0.8,,,16.3,,,,,
Costa Rica,CRI,2020.0,5123105.0,1.1,,,21.0,,,,,
Costa Rica,CRI,2021.0,5153957.0,0.7,,,14.4,,,,,
Côte d'Ivoire,CIV,2017.0,24848016.0,19.0,9.4,1.9,76.6,37.7,7.7,0.258,0.513,1.038
Côte d'Ivoire,CIV,2018.0,25493988.0,18.9,,,74.0,,,,,
Côte d'Ivoire,CIV,2019.0,26147551.0,18.8,,,71.9,,,,,
Côte d'Ivoire,CIV,2020.0,26811790.0,19.5,,,72.8,,,,,
Côte d'Ivoire,CIV,2021.0,27478249.0,20.1,,,73.0,,,,,
Croatia,HRV,2017.0,4124531.0,0.3,0.1,0.0,6.1,3.3,0.3,0.077,0.371,0.481
Croatia,HRV,2018.0,4087843.0,0.2,,,4.1,,,,,
Croatia,HRV,2019.0,4065253.0,0.1,,,3.4,,,,,
Croatia,HRV,2020.0,4047680.0,0.1,,,3.3,,,,,
Croatia,HRV,2021.0,3879000.0,0.1,,,1.8,,,,,
Curacao,CUW,2017.0,160175.0,,,,,,,0.218,0.459,0.549
Curacao,CUW,2018.0,159336.0,,,,,,,,,
Curacao,CUW,2019.0,157441.0,,,,,,,,,
Curacao,CUW,2020.0,154947.0,,,,,,,,,
Curacao,CUW,2021.0,152369.0,,,,,,,,,
Cyprus,CYP,2017.0,1208523.0,0.0,0.0,0.0,0.1,0.1,0.0,0.095,0.34,0.468
Cyprus,CYP,2018.0,1218831.0,0.0,,,0.1,,,,,
Cyprus,CYP,2019.0,1228836.0,0.0,,,0.3,,,,,
Cyprus,CYP,2020.0,1237537.0,0.0,,,0.1,,,,,
Cyprus,CYP,2021.0,1244188.0,0.0,,,0.0,,,,,
Czech Republic,CZE,2017.0,10594438.0,0.0,0.0,0.0,0.2,0.1,0.0,0.058,0.313,0.384
Czech Republic,CZE,2018.0,10629928.0,0.0,,,0.1,,,,,
Czech Republic,CZE,2019.0,10671870.0,0.0,,,0.2,,,,,
Czech Republic,CZE,2020.0,10697858.0,0.0,,,0.1,,,,,
Czech Republic,CZE,2021.0,10505772.0,0.0,,,0.1,,,,,
Denmark,DNK,2017.0,5764980.0,0.0,0.0,0.0,0.2,0.2,0.1,0.044,0.253,0.348
Denmark,DNK,2018.0,5793636.0,0.0,,,0.2,,,,,
Denmark,DNK,2019.0,5814422.0,0.0,,,0.4,,,,,
Denmark,DNK,2020.0,5831404.0,0.0,,,0.3,,,,,
Denmark,DNK,2021.0,5856733.0,0.0,,,0.2,,,,,
Djibouti,DJI,2017.0,1040233.0,0.7,0.6,0.1,65.8,59.0,5.6,0.257,1.026,1.167
Djibouti,DJI,2018.0,1057198.0,0.7,,,66.4,,,,,
Djibouti,DJI,2019.0,1073994.0,0.7,,,65.2,,,,,
Djibouti,DJI,2020.0,1090156.0,0.7,,,66.7,,,,,
Djibouti,DJI,2021.0,1105557.0,0.7,,,65.3,,,,,
Dominica,DMA,2017.0,70403.0,,,,,,,0.265,0.756,0.87
Dominica,DMA,2018.0,70823.0,,,,,,,,,
Dominica,DMA,2019.0,71428.0,,,,,,,,,
Dominica,DMA,2020.0,71995.0,,,,,,,,,
Dominica,DMA,2021.0,72412.0,,,,,,,,,
Dominican Republic,DOM,2017.0,10647244.0,2.6,1.7,0.1,24.9,15.8,1.3,0.152,0.371,0.455
Dominican Republic,DOM,2018.0,10765531.0,2.3,,,21.7,,,,,
Dominican Republic,DOM,2019.0,10881882.0,2.2,,,20.6,,,,,
Dominican Republic,DOM,2020.0,10999664.0,2.7,,,25.0,,,,,
Dominican Republic,DOM,2021.0,11117873.0,2.9,,,25.8,,,,,
East Asia & Pacific,EAS,2017.0,2288221317.0,588.1,369.3,24.5,26.1,16.4,1.1,0.174,0.488,0.685
East Asia & Pacific,EAS,2018.0,2278505178.0,540.5,,,24.1,,,,,
East Asia & Pacific,EAS,2019.0,2290574843.0,513.3,,,22.8,,,,,
East Asia & Pacific,EAS,2020.0,2300278763.0,547.1,,,24.2,,,,,
East Asia & Pacific,EAS,2021.0,2306259068.0,493.3,,,21.7,,,,,
Ecuador,ECU,2017.0,16696944.0,2.9,2.5,0.7,17.6,14.8,4.4,0.314,0.586,0.65
Ecuador,ECU,2018.0,17015672.0,3.1,,,18.3,,,,,
Ecuador,ECU,2019.0,17343740.0,3.4,,,19.8,,,,,
Ecuador,ECU,2020.0,17588595.0,4.4,,,25.1,,,,,
Ecuador,ECU,2021.0,17797737.0,3.5,,,19.7,,,,,
"Egypt, Arab Rep.",EGY,2017.0,101789386.0,68.7,34.3,1.0,67.5,33.7,1.0,0.082,0.189,0.286
"Egypt, Arab Rep.",EGY,2018.0,103740765.0,72.7,,,70.0,,,,,
"Egypt, Arab Rep.",EGY,2019.0,105618671.0,70.6,,,66.8,,,,,
"Egypt, Arab Rep.",EGY,2020.0,107465134.0,67.6,,,62.9,,,,,
"Egypt, Arab Rep.",EGY,2021.0,109262178.0,66.0,,,60.4,,,,,
El Salvador,SLV,2017.0,6266654.0,,,,,,,0.271,1.089,
El Salvador,SLV,2018.0,,,,,,,,,,
El Salvador,SLV,2019.0,,,,,,,,,,
El Salvador,SLV,2020.0,,,,,,,,,,
El Salvador,SLV,2021.0,,,,,,,,,,
Equatorial Guinea,GNQ,2017.0,1450694.0,,,,,,,0.08,0.193,0.365
Equatorial Guinea,GNQ,2018.0,1502091.0,,,,,,,,,
Equatorial Guinea,GNQ,2019.0,1553031.0,,,,,,,,,
Equatorial Guinea,GNQ,2020.0,1596049.0,,,,,,,,,
Equatorial Guinea,GNQ,2021.0,1634466.0,,,,,,,,,
Estonia,EST,2017.0,1317384.0,0.0,0.0,0.0,1.0,0.8,0.2,0.05,0.304,0.372
Estonia,EST,2018.0,1321977.0,0.0,,,0.8,,,,,
Estonia,EST,2019.0,1326898.0,0.0,,,1.3,,,,,
Estonia,EST,2020.0,1329522.0,0.0,,,1.1,,,,,
Estonia,EST,2021.0,1330932.0,0.0,,,0.8,,,,,
Eswatini,SWZ,2017.0,1151390.0,0.9,0.7,0.3,77.1,64.4,26.6,0.153,0.368,0.562
Eswatini,SWZ,2018.0,1160428.0,0.9,,,75.8,,,,,
Eswatini,SWZ,2019.0,1169613.0,0.9,,,75.0,,,,,
Eswatini,SWZ,2020.0,1180655.0,0.9,,,75.3,,,,,
Eswatini,SWZ,2021.0,1192271.0,0.9,,,73.8,,,,,
Ethiopia,ETH,2017.0,108197950.0,92.9,67.8,8.4,85.8,62.7,7.7,0.508,1.411,2.188
Ethiopia,ETH,2018.0,111129438.0,93.4,,,84.1,,,,,
Ethiopia,ETH,2019.0,114120594.0,95.2,,,83.4,,,,,
Ethiopia,ETH,2020.0,117190911.0,97.6,,,83.3,,,,,
Ethiopia,ETH,2021.0,120283026.0,100.9,,,83.9,,,,,
Europe & Central Asia,ECS,2017.0,826577667.0,31.5,16.6,2.0,3.8,2.0,0.2,0.078,0.309,0.406
Europe & Central Asia,ECS,2018.0,829040196.0,27.2,,,3.3,,,,,
Europe & Central Asia,ECS,2019.0,830965742.0,28.4,,,3.4,,,,,
Europe & Central Asia,ECS,2020.0,832392692.0,28.4,,,3.4,,,,,
Europe & Central Asia,ECS,2021.0,832287097.0,26.6,,,3.2,,,,,
Fiji,FJI,2017.0,919019.0,0.4,0.2,0.0,44.9,21.3,0.2,0.11,0.331,0.468
Fiji,FJI,2018.0,918996.0,0.4,,,45.8,,,,,
Fiji,FJI,2019.0,918465.0,0.5,,,52.9,,,,,
Fiji,FJI,2020.0,920422.0,0.6,,,66.8,,,,,
Fiji,FJI,2021.0,924610.0,0.7,,,73.1,,,,,
Finland,FIN,2017.0,5508214.0,0.0,0.0,0.0,0.1,0.1,0.1,0.039,0.347,0.358
Finland,FIN,2018.0,5515525.0,0.0,,,0.2,,,,,
Finland,FIN,2019.0,5521606.0,0.0,,,0.1,,,,,
Finland,FIN,2020.0,5529543.0,0.0,,,0.1,,,,,
Finland,FIN,2021.0,5541017.0,0.0,,,0.0,,,,,
France,FRA,2017.0,66918020.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.238,0.373
France,FRA,2018.0,67158348.0,0.1,,,0.1,,,,,
France,FRA,2019.0,67388001.0,0.2,,,0.3,,,,,
France,FRA,2020.0,67571107.0,0.2,,,0.3,,,,,
France,FRA,2021.0,67749632.0,0.1,,,0.2,,,,,
Gabon,GAB,2017.0,2140215.0,0.6,0.3,0.0,28.5,16.3,1.3,0.22,0.592,0.773
Gabon,GAB,2018.0,2192012.0,0.6,,,28.6,,,,,
Gabon,GAB,2019.0,2242785.0,0.6,,,28.4,,,,,
Gabon,GAB,2020.0,2292573.0,0.7,,,30.3,,,,,
Gabon,GAB,2021.0,2341179.0,0.7,,,30.3,,,,,
"Gambia, The",GMB,2017.0,2381182.0,1.7,1.5,0.3,72.6,63.9,10.6,0.39,1.003,1.167
"Gambia, The",GMB,2018.0,2444916.0,1.7,,,70.8,,,,,
"Gambia, The",GMB,2019.0,2508883.0,1.7,,,69.6,,,,,
"Gambia, The",GMB,2020.0,2573995.0,1.8,,,71.8,,,,,
"Gambia, The",GMB,2021.0,2639916.0,1.9,,,72.2,,,,,
Germany,DEU,2017.0,82657002.0,0.6,0.6,0.2,0.7,0.7,0.2,0.036,0.307,0.384
Germany,DEU,2018.0,82905782.0,0.2,,,0.2,,,,,
Germany,DEU,2019.0,83092962.0,0.2,,,0.2,,,,,
Germany,DEU,2020.0,83160871.0,0.2,,,0.2,,,,,
Germany,DEU,2021.0,83196078.0,0.2,,,0.2,,,,,
Ghana,GHA,2017.0,30222262.0,24.2,19.0,4.5,80.0,62.9,14.9,0.501,1.528,2.288
Ghana,GHA,2018.0,30870641.0,24.3,,,78.6,,,,,
Ghana,GHA,2019.0,31522290.0,24.3,,,77.0,,,,,
Ghana,GHA,2020.0,32180401.0,25.1,,,78.1,,,,,
Ghana,GHA,2021.0,32833031.0,25.4,,,77.3,,,,,
Greece,GRC,2017.0,10754679.0,0.4,0.3,0.1,3.8,2.5,0.5,0.076,0.291,0.345
Greece,GRC,2018.0,10732882.0,0.2,,,2.1,,,,,
Greece,GRC,2019.0,10721582.0,0.3,,,2.9,,,,,
Greece,GRC,2020.0,10698599.0,0.3,,,2.7,,,,,
Greece,GRC,2021.0,10641221.0,0.2,,,2.2,,,,,
Grenada,GRD,2017.0,120921.0,,,,,,,0.165,0.469,0.67
Grenada,GRD,2018.0,121838.0,,,,,,,,,
Grenada,GRD,2019.0,122724.0,,,,,,,,,
Grenada,GRD,2020.0,123663.0,,,,,,,,,
Grenada,GRD,2021.0,124610.0,,,,,,,,,
Guinea,GIN,2017.0,12240789.0,10.8,7.5,1.1,88.5,61.6,8.6,0.246,0.603,0.995
Guinea,GIN,2018.0,12554864.0,11.2,,,89.0,,,,,
Guinea,GIN,2019.0,12877539.0,11.4,,,88.8,,,,,
Guinea,GIN,2020.0,13205153.0,11.7,,,88.5,,,,,
Guinea,GIN,2021.0,13531906.0,12.0,,,88.9,,,,,
